time	Gn	Fn	Dn	Bn	An
-2334.5			0.00E+00		
-2329.5			0.00E+00		
-2324.5			0.00E+00		
-2319.5			0.00E+00		
-2314.5			0.00E+00		
-2309.5			0.00E+00		
-2304.5			0.00E+00		
-2299.5			0.00E+00		
-2294.5			0.00E+00		
-2289.5			0.00E+00		
-2284.5			0.00E+00		
-2279.5			0.00E+00		
-2274.5			0.00E+00		
-2269.5			0.00E+00		
-2264.5			0		
-2259.5			0		
-2254.5			0.00E+00		
-2249.5			0.00E+00		
-2244.5			0.00E+00		
-2239.5			0		
-2234.5			0		
-2229.5			0.00E+00		
-2224.5			0		
-2219.5			0		
-2214.5			0.00E+00		
-2209.5			0.00E+00		
-2204.5			0.00E+00		
-2199.5			0.00E+00		
-2194.5			0.00E+00		
-2189.5			0.00E+00		
-2184.5			0		
-2179.5			0.00E+00		
-2174.5			0.00E+00		
-2169.5			0.00E+00		
-2164.5			0.00E+00		
-2159.5			0.00E+00		
-2154.5			0.00E+00		
-2149.5			0		
-2144.5			0.00E+00		
-2139.5			0.00E+00		
-2134.5			5.17E-07		
-2129.5			0.000016462		
-2124.5			1.03E-04		
-2119.5			3.00E-04		
-2114.5			6.99E-04		
-2109.5			0.0015483		
-2104.5			0.0026898		
-2099.5			0.00361		
-2094.5			4.03E-03		
-2089.5			3.92E-03		
-2084.5			3.77E-03		
-2079.5			0.003583		
-2074.5			0.003468		
-2069.5			3.35E-03		
-2064.5			3.21E-03		
-2059.5			3.10E-03		
-2054.5			2.96E-03		
-2049.5			2.76E-03		
-2044.5			0.0025659		
-2039.5			0.0023872		
-2034.5			2.32E-03		
-2029.5			3.05E-03		
-2024.5			5.13E-03		
-2019.5			7.84E-03		
-2014.5			1.04E-02		
-2009.5			0.012588		
-2004.5			1.44E-02		
-1999.5			1.58E-02		
-1994.5			1.67E-02		
-1989.5			1.57E-02		
-1984.5			0.012776		
-1979.5			0.009401		
-1974.5			0.0074		
-1969.5			0.00604		
-1964.5			4.68E-03		
-1959.5			3.19E-03		
-1954.5			0.0019326		
-1949.5			1.08E-03		
-1944.5			5.50E-04		
-1939.5			0.00030031		
-1934.5			2.12E-04		
-1929.5			0.00015531		
-1924.5			0.00010501		
-1919.5			6.65E-05		
-1914.5			0.00003614		
-1909.5			0.000022078		
-1904.5			1.26E-05		
-1899.5			6.35E-06		
-1894.5			1.7662E-06		
-1889.5			1.00E-07		
-1884.5			0		
-1879.5					
-1874.5					
-1869.5					
-1864.5					
-1859.5					
-1854.5					
-1849.5					
-1844.5					
-1839.5					
-1834.5					
-1829.5					
-1824.5					
-1819.5					
-1814.5					
-1809.5					
-1804.5					
-1799.5					
-1794.5					
-1789.5					
-1784.5					
-1779.5					
-1774.5					
-1769.5					
-1764.5					
-1759.5					
-1754.5					
-1749.5					
-1744.5					
-1739.5					
-1734.5					
-1729.5					
-1724.5					
-1719.5					
-1714.5					
-1709.5					
-1704.5					
-1699.5					
-1694.5					
-1689.5					
-1684.5					
-1679.5					
-1674.5					
-1669.5					
-1664.5					
-1659.5					
-1654.5					
-1649.5					
-1644.5					
-1639.5					
-1634.5					
-1629.5					
-1624.5					
-1619.5					
-1614.5					
-1609.5					
-1604.5					
-1599.5					
-1594.5					
-1589.5					
-1584.5					
-1579.5					
-1574.5					
-1569.5					
-1564.5					
-1559.5					
-1554.5					
-1549.5					
-1544.5					
-1539.5					
-1534.5					
-1529.5					
-1524.5					
-1519.5					
-1514.5					
-1509.5					
-1504.5					
-1499.5					
-1494.5					
-1489.5					
-1484.5					
-1479.5					
-1474.5					
-1469.5					
-1464.5					
-1459.5					
-1454.5					
-1449.5					
-1444.5					
-1439.5					
-1434.5					
-1429.5					
-1424.5				0	
-1419.5				0.00E+00	
-1414.5				0.00E+00	
-1409.5				0.00E+00	
-1404.5				0.00E+00	
-1399.5				0.00E+00	
-1394.5				0.00E+00	
-1389.5				0.00E+00	
-1384.5				0.00E+00	
-1379.5				0.00E+00	
-1374.5				0	
-1369.5				0.00E+00	
-1364.5				0.00E+00	
-1359.5				0.00E+00	
-1354.5				0.00E+00	
-1349.5				0.00E+00	
-1344.5				0.00E+00	
-1339.5				0.00E+00	
-1334.5				0	
-1329.5				0.00E+00	
-1324.5				0.00E+00	
-1319.5				0.00E+00	
-1314.5				0.00E+00	
-1309.5				0.00E+00	
-1304.5				0.00E+00	
-1299.5				0.00E+00	
-1294.5				0.00E+00	
-1289.5				0.00E+00	
-1284.5				0.00E+00	
-1279.5				0.00E+00	
-1274.5				0.00E+00	
-1269.5				0.00E+00	
-1264.5				1.04E-07	
-1259.5				8.32E-07	
-1254.5				0.000004793	
-1249.5				0.000014583	
-1244.5				2.23E-05	
-1239.5				2.69E-05	
-1234.5				2.98E-05	
-1229.5				0.00003219	
-1224.5				0.00004323	
-1219.5				7.50E-05	
-1214.5				0.00012271	
-1209.5				0.000205	
-1204.5				3.22E-04	
-1199.5				4.35E-04	
-1194.5				5.57E-04	
-1189.5				6.78E-04	
-1184.5				7.60E-04	
-1179.5				8.31E-04	
-1174.5				0.0009308	
-1169.5				1.04E-03	
-1164.5				1.16E-03	
-1159.5				1.26E-03	
-1154.5				1.37E-03	
-1149.5				1.45E-03	
-1144.5				1.54E-03	
-1139.5				0.0016541	
-1134.5				1.78E-03	
-1129.5				1.89E-03	
-1124.5				2.01E-03	
-1119.5				0.0020744	
-1114.5				2.06E-03	
-1109.5				2.07E-03	
-1104.5				2.05E-03	
-1099.5				0.0020785	
-1094.5				0.0020712	
-1089.5				0.0020752	
-1084.5				2.08E-03	
-1079.5				2.08E-03	
-1074.5				2.08E-03	
-1069.5				0.0020973	
-1064.5				0.0020755	
-1059.5				2.09E-03	
-1054.5				2.09E-03	
-1049.5				2.09E-03	
-1044.5				2.09E-03	
-1039.5				2.10E-03	
-1034.5				0.0020689	
-1029.5				0.0021094	
-1024.5				2.08E-03	
-1019.5				2.10E-03	
-1014.5				2.09E-03	
-1009.5				2.08E-03	
-1004.5				2.07E-03	
-999.5				0.0020605	
-994.5				2.08E-03	
-989.5				2.10E-03	
-984.5				2.08E-03	
-979.5				2.08E-03	
-974.5				0.0020797	
-969.5				0.0020921	
-964.5				0.0020902	
-959.5				0.0020953	
-954.5				2.08E-03	
-949.5				2.07E-03	
-944.5				0.0021142	
-939.5				2.07E-03	
-934.5				2.07E-03	
-929.5				0.0020942	
-924.5				2.10E-03	
-919.5				0.0021048	
-914.5				0.002099	
-909.5				2.07E-03	
-904.5				0.0020799	
-899.5				0.0020954	
-894.5				2.11E-03	
-889.5				2.11E-03	
-884.5				0.0020782	
-879.5				2.11E-03	
-874.5				0.0020976	
-869.5				2.06E-03	
-864.5				0.0020721	
-859.5				2.09E-03	
-854.5				2.07E-03	
-849.5				0.0021178	
-844.5				0.002073	
-839.5				0.002086	
-834.5				2.10E-03	
-829.5				0.0020844	
-824.5				2.11E-03	
-819.5				0.0020831	
-814.5				0.002088	
-809.5				0.0020855	
-804.5				2.11E-03	
-799.5				2.11E-03	
-794.5				2.09E-03	
-789.5				0.0020959	
-784.5				0.0020729	
-779.5				0.0020943	
-774.5				0.0020752	
-769.5				0.0020853	
-764.5				0.0020406	
-759.5				0.0019828	
-754.5				0.0019022	
-749.5				0.0018048	
-744.5				0.0017358	
-739.5				0.0016345	
-734.5				0.0015644	
-729.5				0.0014852	0
-724.5				0.001379	3.12E-07
-719.5				0.0013	7.29E-07
-714.5				0.0012002	2.29E-06
-709.5				0.0011392	2.40E-06
-704.5				0.0010528	2.81E-06
-699.5				0.0009793	3.65E-06
-694.5				0.0009253	5.73E-06
-689.5				0.0008423	5.83E-06
-684.5				0.0007875	9.06E-06
-679.5				0.0007428	0.000009688
-674.5				0.0007028	9.06E-06
-669.5				0.0006584	1.17E-05
-664.5				0.0006099	1.39E-05
-659.5				0.0005856	1.29E-05
-654.5				0.0005261	1.81E-05
-649.5				0.0004693	2.05E-05
-644.5				0.0004188	2.35E-05
-639.5				0.0003784	0.000025937
-634.5				0.0003646	2.71E-05
-629.5				0.0003388	3.25E-05
-624.5				0.00029531	3.64E-05
-619.5				0.00027187	3.66E-05
-614.5				0.0002375	4.31E-05
-609.5				0.00021542	4.38E-05
-604.5				0.00019771	5.20E-05
-599.5				0.00017792	5.22E-05
-594.5				0.0001501	5.68E-05
-589.5				0.00013458	6.33E-05
-584.5				1.06E-04	6.88E-05
-579.5				8.97E-05	6.82E-05
-574.5				0.00007698	7.18E-05
-569.5				0.00005729	7.58E-05
-564.5				0.00004104	7.99E-05
-559.5				0.000029687	0.00008646
-554.5				0.000018959	0.00009
-549.5				0.00000823	9.87E-05
-544.5				2.1877E-06	1.05E-04
-539.5				6.25E-07	1.20E-04
-534.5				0.00E+00	0.00013917
-529.5				0.00E+00	0.00015823
-524.5				0	1.76E-04
-519.5				0.00E+00	0.00019854
-514.5				0.00E+00	0.00022875
-509.5				0.00E+00	2.41E-04
-504.5				0.00E+00	2.58E-04
-499.5				0.00E+00	2.70E-04
-494.5				0.00E+00	2.97E-04
-489.5				0.00E+00	3.13E-04
-484.5				0.00E+00	3.49E-04
-479.5				0.00E+00	0.000367
-474.5				0.00E+00	3.72E-04
-469.5				0.00E+00	3.78E-04
-464.5				0.00E+00	4.09E-04
-459.5				0.00E+00	4.18E-04
-454.5				0.00E+00	4.23E-04
-449.5				0.00E+00	4.47E-04
-444.5				0.00E+00	0.0004597
-439.5				0.00E+00	4.70E-04
-434.5				0.00E+00	4.83E-04
-429.5				0.00E+00	4.99E-04
-424.5				0.00E+00	0.0005046
-419.5				0.00E+00	5.24E-04
-414.5				0.00E+00	5.38E-04
-409.5				0.00E+00	5.41E-04
-404.5				0.00E+00	0.0005396
-399.5					0.0005478
-394.5					0.0005326
-389.5					5.40E-04
-384.5					5.31E-04
-379.5					5.35E-04
-374.5					0.0005348
-369.5					0.0005491
-364.5					5.44E-04
-359.5					5.49E-04
-354.5					5.47E-04
-349.5					5.32E-04
-344.5					5.31E-04
-339.5					0.0005402
-334.5					0.0005433
-329.5					5.43E-04
-324.5					5.42E-04
-319.5					5.37E-04
-314.5					5.29E-04
-309.5					5.35E-04
-304.5					0.0005329
-299.5					5.40E-04
-294.5					5.45E-04
-289.5					5.47E-04
-284.5					5.36E-04
-279.5					0.0005393
-274.5					0.0005389
-269.5					0.0005429
-264.5					0.0005553
-259.5					5.39E-04
-254.5					5.54E-04
-249.5					0.0005501
-244.5					5.46E-04
-239.5					5.36E-04
-234.5					0.000528
-229.5					5.44E-04
-224.5					0.0005206
-219.5					0.0005372
-214.5					5.39E-04
-209.5					0.0005428
-204.5					0.0005359
-199.5					5.46E-04
-194.5					5.42E-04
-189.5					0.0005344
-184.5					5.30E-04
-179.5					0.0005415
-174.5					5.41E-04
-169.5					0.0005429
-164.5					5.53E-04
-159.5					5.33E-04
-154.5					0.0005408
-149.5					0.0005337
-144.5					0.0005492
-139.5					5.32E-04
-134.5					0.0005417
-129.5					5.36E-04
-124.5					0.000549
-119.5					0.0005576
-114.5					0.0005623
-109.5					5.40E-04
-104.5					5.46E-04
-99.5					5.38E-04
-94.5					0.0005343
-89.5					0.0005451
-84.5					0.0005448
-79.5					0.0005391
-74.5					0.0005444
-69.5					0.0005474
-64.5					0.0005374
-59.5					0.0005454
-54.5					0.0005396
-49.5					0.00055
-44.5					0.0005331
-39.5					0.00055
-34.5					0.0005491
-29.5					0.0005404
-24.5					0.0005436
-19.5					0.0005391
-14.5					0.0005447
-9.5					0.0005392
-4.5					0.0005399
0.5					0.0005436
5.5					0.0005462
10.5					0.0005366
15.5					0.0005332
20.5					0.000526
25.5					0.0005382
30.5					0.0005398
35.5					0.000546
40.5					0.000542
45.5					0.0005465
50.5					0.0005355
55.5					0.0005354
60.5					0.0005358
65.5					0.0005486
70.5					0.0005305
75.5					0.0005457
80.5					0.0005449
85.5					0.0005479
90.5					0.0005432
95.5					0.0005419
100.5					0.0005459
105.5					0.0005431
110.5					5.55E-04
115.5					5.40E-04
120.5					0.0005434
125.5					0.0005355
130.5					0.0005381
135.5					0.0005412
140.5					0.0005351
145.5					0.0005499
150.5					0.0005397
155.5					5.50E-04
160.5					5.43E-04
165.5					5.45E-04
170.5					0.0005423
175.5					5.55E-04
180.5					5.52E-04
185.5					5.22E-04
190.5					5.43E-04
195.5					5.36E-04
200.5					5.38E-04
205.5					5.52E-04
210.5					5.43E-04
215.5					5.29E-04
220.5					5.40E-04
225.5					5.39E-04
230.5					5.45E-04
235.5					5.32E-04
240.5					5.38E-04
245.5					5.45E-04
250.5					5.44E-04
255.5					5.50E-04
260.5					5.45E-04
265.5					5.31E-04
270.5					5.50E-04
275.5					5.42E-04
280.5					5.38E-04
285.5					5.31E-04
290.5					5.37E-04
295.5					5.47E-04
300.5					5.50E-04
305.5					0.0005381
310.5					0.0005429
315.5					0.0005499
320.5					0.0005362
325.5					0.0005639
330.5					0.0005454
335.5					0.0005276
340.5					0.0005443
345.5					0.0005276
350.5					0.0005408
355.5					0.0005549
360.5					0.0005357
365.5					0.0005604
370.5					0.000544
375.5					0.0005527
380.5					0.0005437
385.5					0.0005405
390.5					0.0005469
395.5					0.0005329
400.5					0.0005491
405.5					0.0005523
410.5					0.0005437
415.5					0.0005348
420.5					0.0005516
425.5					0.0005449
430.5					0.0005462
435.5					0.0005292
440.5					0.0005445
445.5					0.0005381
450.5					5.36E-04
455.5					5.38E-04
460.5					0.0005365
465.5					0.0005485
470.5					0.000543
475.5					0.0005458
480.5					5.45E-04
485.5					5.32E-04
490.5					0.0005417
495.5					0.0005419
500.5					0.0005545
505.5					0.0005364
510.5					0.0005503
515.5					0.000542
520.5					0.0005215
525.5					0.0005497
530.5					0.0005377
535.5					0.0005394
540.5					0.0005386
545.5					0.0005319
550.5					0.0005505
555.5					0.0005537
560.5					0.0005454
565.5					0.0005448
570.5					0.0005458
575.5					0.0005574
580.5					0.0005324
585.5					0.0005462
590.5					0.0005316
595.5					0.0005583
600.5					0.0005446
605.5					0.0005434
610.5					0.00054
615.5					0.0005395
620.5					0.0005403
625.5					0.0005407
630.5					0.0005445
635.5					0.0005328
640.5					0.0005349
645.5					0.0005341
650.5					0.000543
655.5					0.0005425
660.5					0.0005417
665.5					0.0005425
670.5					5.40E-04
675.5					5.52E-04
680.5					0.0005332
685.5					0.0005372
690.5					0.0005417
695.5					0.0005336
700.5					0.0005357
705.5					0.0005471
710.5					0.0005382
715.5					0.0005539
720.5					0.0005442
725.5					0.0005461
730.5					0.0005378
735.5					0.0005412
740.5					0.0005407
745.5					0.0005437
750.5					0.0005522
755.5					0.0005317
760.5					0.0005398
765.5					0.0005282
770.5					0.0005507
775.5					0.0005334
780.5					0.0005339
785.5					0.0005453
790.5					0.0005342
795.5					0.0005454
800.5					0.0005407
805.5					0.0005308
810.5					0.0005461
815.5					0.0005409
820.5					0.0005412
825.5					0.0005482
830.5					0.0005344
835.5					0.0005361
840.5					0.00054
845.5					0.0005428
850.5					0.0005229
855.5					0.0005402
860.5					0.0005495
865.5					0.0005547
870.5					0.000547
875.5					0.0005286
880.5					0.0005336
885.5					0.0005496
890.5					0.0005448
895.5					0.0005507
900.5					0.0005423
905.5					0.0005417
910.5					0.000544
915.5					0.0005404
920.5					0.0005411
925.5					0.0005384
930.5					0.0005402
935.5					0.0005491
940.5					0.0005497
945.5					0.0005458
950.5					0.0005467
955.5					0.0005375
960.5					0.0005514
965.5					0.0005323
970.5					0.0005254
975.5					0.0005467
980.5					0.0005362
985.5					0.0005532
990.5					0.000544
995.5					0.0005433
1000.5					0.0005406
1005.5					0.0005486
1010.5					0.0005287
1015.5					0.0005318
1020.5					0.0005405
1025.5					0.0005433
1030.5					0.0005204
1035.5					0.0005468
1040.5					0.0005416
1045.5					0.000544
1050.5					0.0005373
1055.5					0.0005341
1060.5					0.0005356
1065.5					0.0005442
1070.5					0.0005405
1075.5					0.0005309
1080.5					0.000552
1085.5					0.0005364
1090.5					0.0005491
1095.5					0.0005389
1100.5					0.0005459
1105.5					0.0005359
1110.5					0.0005358
1115.5					0.0005391
1120.5					0.0005394
1125.5					0.000537
1130.5					0.0005419
1135.5					0.0005385
1140.5					0.0005362
1145.5					0.0005479
1150.5					0.0005367
1155.5					0.0005308
1160.5					0.0005374
1165.5					0.0005252
1170.5					0.0005418
1175.5					0.0005574
1180.5					0.0005382
1185.5					0.0005589
1190.5					0.0005311
1195.5					0.0005433
1200.5					0.0005389
1205.5					0.0005394
1210.5					0.0005482
1215.5					0.0005562
1220.5					0.0005345
1225.5					0.0005453
1230.5					0.0005478
1235.5					0.000536
1240.5					0.0005443
1245.5					0.0005408
1250.5					0.0005381
1255.5					0.0005431
1260.5					0.0005589
1265.5					0.0005471
1270.5					0.0005469
1275.5					0.0005623
1280.5					0.0005453
1285.5					0.0005411
1290.5					0.0005426
1295.5					0.0005015
1300.5					0.0004633
1305.5					0.0003966
1310.5					0.0003435
1315.5					0.00029604
1320.5					0.00028646
1325.5					0.00028146
1330.5					0.00026604
1335.5					2.72E-04
1340.5					0.0002775
1345.5					0.00026854
1350.5					0.00026104
1355.5					0.00024646
1360.5					0.00022312
1365.5					1.92E-04
1370.5					0.00013677
1375.5					0.00010083
1380.5					0.00007344
1385.5					3.01E-05
1390.5					4.38E-06
1395.5					7.29E-07
1400.5					0.00E+00
1405.5					
1410.5					
1415.5					
1420.5					
1425.5					
1430.5					
1435.5					
1440.5					
1445.5
1450.5
1455.5
1460.5
1465.5
1470.5
1475.5
1480.5
1485.5
1490.5
1495.5
1500.5
1505.5
1510.5
1515.5
1520.5
1525.5
1530.5
1535.5
1540.5
1545.5
1550.5
1555.5
1560.5
1565.5
1570.5
1575.5
1580.5
1585.5
1590.5
1595.5
1600.5
1605.5
1610.5
1615.5
1620.5
1625.5
1630.5
1635.5
1640.5
1645.5
1650.5
1655.5
1660.5
1665.5
1670.5
1675.5
1680.5
1685.5
1690.5
1695.5
1700.5
1705.5
1710.5
1715.5
1720.5
1725.5
1730.5
1735.5
1740.5
1745.5
1750.5
1755.5
1760.5
1765.5
1770.5
1775.5
1780.5
1785.5
1790.5
1795.5
1800.5
1805.5
1810.5
1815.5
1820.5
1825.5
1830.5
1835.5
1840.5
1845.5
1850.5
1855.5
1860.5
1865.5
1870.5
1875.5
1880.5
1885.5
1890.5
1895.5
1900.5
1905.5
1910.5
1915.5
1920.5
1925.5
1930.5
1935.5
1940.5
1945.5
1950.5					
